cmr_concept_type,cmr_concept_id,cmr_native_id,cmr_provider_id,cmr_revision_id,cmr_revision_date,cmr_publication_date,coll_title,coll_version,coll_doi,coll_abstract,coll_shortname,coll_status,coll_proclvl,coll_proclvl_desc,time_min,time_max,lat_min,lat_max,lon_min,lon_max,geometry
collection,C1294954391-ORNL_DAAC,"AirMOSS: L1 S-0 Polarimetric Data from AirMOSS P-band SAR, Walnut Gulch, 2012-2015",ORNL_DAAC,24,2019-04-15T18:55:54Z,,"AirMOSS: L1 S-0 Polarimetric Data from AirMOSS P-band SAR, Walnut Gulch, 2012-2015",1,10.3334/ORNLDAAC/1415,"This data set provides level 1 (L1) polarimetric radar backscattering coefficient (sigma-0), multilook complex, polarimetrically calibrated, and georeferenced data products from the Airborne Microwave Observatory of Subcanopy and Subsurface (AirMOSS) radar instrument collected over the Walnut Gulch site in Arizona. The AirMOSS radar is a P-band (UHF) fully polarimetric synthetic aperture radar (SAR) currently operating in the 420-440 MHz band designed to measure root-zone soil moisture (RZSM) and is flown on a NASA Gulfstream-III aircraft. Flight campaigns took place at least biannually from 2012 to 2015 at 10 study sites across North America. The acquired L1 P-band radar backscatter data will be used to retrieve the RZSM at the study sites. Subsequent analyses will investigate both seasonal and inter-annual variability in soil moisture and the relationships to carbon fluxes and their associated uncertainties on a continental scale.",AirMOSS_L1_Sigma0_Walnut_1415,COMPLETE,1A,unprocessed instrument data with ancillary information,,,31.58,32.08,-111.24,-109.48,"POLYGON ((-109.48 31.58, -109.48 32.08, -111.24 32.08, -111.24 31.58, -109.48 31.58))"
collection,C1336390805-ORNL_DAAC,"AirMOSS: L2 Airborne Carbon Flux at Selected AirMOSS Sites, 2012-2014",ORNL_DAAC,18,2019-04-15T18:56:00Z,,"AirMOSS: L2 Airborne Carbon Flux at Selected AirMOSS Sites, 2012-2014",1,10.3334/ORNLDAAC/1420,"This data set contains carbon flux measurements recorded by an aircraft at the Duke, Harvard, and Howland Forest sites during the summers of 2012-2014 as part of the Airborne Microwave Observatory of Subcanopy and Subsurface (AirMOSS) project. Frequent measurements of CO2 and H2O were obtained using a cavity ring down spectrometer on board the Airborne Laboratory for Atmospheric Research, operated by Purdue University. Estimates of surface CO2 flux, sensible and latent heat fluxes, their corresponding uncertainties, and average wind speed and direction are provided for each of the 26 flights.",AirMOSS_L2_Carbon_Flux_1420,COMPLETE,2,Derived geophysical variables at the same resolution as L1 source data,,,35.77,45.64,-79.5,-68.43,"POLYGON ((-68.43000000000001 35.77, -68.43000000000001 45.64, -79.5 45.64, -79.5 35.77, -68.43000000000001 35.77))"
collection,C1299307064-ORNL_DAAC,"AirMOSS: L2 Hourly In-Ground Soil Moisture at AirMOSS Sites, 2011-2015",ORNL_DAAC,24,2019-04-15T18:55:55Z,,"AirMOSS: L2 Hourly In-Ground Soil Moisture at AirMOSS Sites, 2011-2015",1,10.3334/ORNLDAAC/1416,"This data set provides level 2 (L2) hourly volumetric (cm3/cm3) soil moisture profiles from in-ground sensors at seven North American sites as part of the Airborne Microwave Observatory of Subcanopy and Subsurface (AirMOSS) project. Three profiles were installed at each site, sampling at seven different depths per profile (2 cm to 80 cm). Initial sampling began at three sites in September 2011 and additional sites were added during 2012 and 2013. All sampling concluded in December 2015. The AirMOSS project used an airborne radar instrument to estimate root-zone soil moisture at 10 study sites across North America. These in-ground soil moisture data were collected to calibrate and validate the AirMOSS data.",AirMOSS_L2_Inground_Soil_Moist_1416,COMPLETE,2,Derived geophysical variables at the same resolution as L1 source data,,,19.51,53.92,-121.56,-72.17,"POLYGON ((-72.17 19.51, -72.17 53.92, -121.56 53.92, -121.56 19.51, -72.17 19.51))"
collection,C1299307089-ORNL_DAAC,"AirMOSS: L2 Hourly Precipitation at AirMOSS Sites, 2011-2015",ORNL_DAAC,22,2019-04-15T18:56:07Z,,"AirMOSS: L2 Hourly Precipitation at AirMOSS Sites, 2011-2015",1,10.3334/ORNLDAAC/1417,This data set provides level 2 (L2) calibrated hourly precipitation (cm/hr) from rain gauges at seven North American sites as part of the Airborne Microwave Observatory of Subcanopy and Subsurface (AirMOSS) project. Three gauges were installed at each site. Initial sampling began at three sites in September 2011 and additional sites were added during 2012 and 2013. All sampling concluded in December 2015. The AirMOSS project used an airborne radar instrument to estimate root-zone soil moisture at 10 study sites across North America. These precipitation data were collected in conjunction with in-ground soil moisture data in order to calibrate and validate the AirMOSS data.,AirMOSS_L2_Precipitation_1417,COMPLETE,2,Derived geophysical variables at the same resolution as L1 source data,,,19.51,53.92,-121.56,-72.17,"POLYGON ((-72.17 19.51, -72.17 53.92, -121.56 53.92, -121.56 19.51, -72.17 19.51))"
collection,C1329921127-ORNL_DAAC,"AirMOSS: L2/3 Volumetric Soil Moisture Profiles Derived From Radar, 2012-2015",ORNL_DAAC,29,2019-04-15T18:55:57Z,,"AirMOSS: L2/3 Volumetric Soil Moisture Profiles Derived From Radar, 2012-2015",1.1,10.3334/ORNLDAAC/1418,"This dataset provides level 2/3 root zone soil moisture (RZSM) estimates at multiple depths at 90-m spatial resolution from the Airborne Microwave Observatory of Subcanopy and Subsurface (AirMOSS) radar instrument collected over ten sites across North America. AirMOSS produces estimates of RZSM with data from a P-band synthetic aperture radar (SAR) flown on a NASA Gulfstream-III aircraft. The resulting soil moisture estimates capture the effects of gradients of soil, topography, and vegetation heterogeneity over an area of approximately 100km x 25km at each of the study sites. AirMOSS flight campaigns took place at least biannually from 2012 to 2015 at each site.",AirMOSS_L2_3_RZ_Soil_Moisture_1418,COMPLETE,3,Variables mapped on uniform space-time grid scales with completeness and consistency,,,9.88,54.13,-123.28,-68.32,"POLYGON ((-68.31999999999999 9.880000000000001, -68.31999999999999 54.13, -123.28 54.13, -123.28 9.880000000000001, -68.31999999999999 9.880000000000001))"
collection,C1348236898-ORNL_DAAC,"AirMOSS: L4 Daily Modeled Net Ecosystem Exchange (NEE), AirMOSS sites, 2012-2014",ORNL_DAAC,23,2019-04-15T18:56:02Z,,"AirMOSS: L4 Daily Modeled Net Ecosystem Exchange (NEE), AirMOSS sites, 2012-2014",1,10.3334/ORNLDAAC/1422,"This data set provides Level 4 daily estimates of Net Ecosystem Exchange (NEE) of CO2 at a spatial resolution of 30 arc-seconds (~1 km) for seven of the sites covered by the Airborne Microwave Observatory of Subcanopy and Subsurface (AirMOSS) flights, each site spanning ~2500 km2. The daily NEE estimates are generally available from October 2012 through October 2014, although the exact time ranges vary by site. The AirMOSS L4 daily NEE were produced by the Ecosystem Demography Biosphere Model (ED2) augmented by the AirMOSS-derived L2/3 root zone soil moisture data as an additional input. The AirMOSS soil moisture data were used to estimate the sensitivity of carbon fluxes to soil moisture and to diagnose and improve estimation and prediction of NEE by constraining the model's predictions of soil moisture and its impact on above- and below-ground fluxes.",AirMOSS_L4_Daily_NEE_1422,COMPLETE,4,model products,,,31.49,45.79,-122.88,-68.34,"POLYGON ((-68.34 31.49, -68.34 45.79, -122.88 45.79, -122.88 31.49, -68.34 31.49))"
collection,C1348236905-ORNL_DAAC,"AirMOSS: L4 Modeled Net Ecosystem Exchange (NEE), Continental USA, 2012-2014",ORNL_DAAC,19,2019-04-15T18:56:03Z,,"AirMOSS: L4 Modeled Net Ecosystem Exchange (NEE), Continental USA, 2012-2014",1,10.3334/ORNLDAAC/1423,"This data set provides Level 4 estimates of Net Ecosystem Exchange (NEE) of CO2 across the conterminous USA at a spatial resolution of 50 km. Modeled estimates are provided at hourly and monthly temporal resolutions, from January 2012 through October 2014. The AirMOSS L4 Regional NEE data were produced by the Ecosystem Demography Biosphere Model (ED2) augmented by the AirMOSS-derived L2/3 root zone soil moisture data as an additional input. The AirMOSS soil moisture data were used to estimate the sensitivity of carbon fluxes to soil moisture and to diagnose and improve estimation and prediction of NEE by constraining the model's predictions of soil moisture and its impact on above- and below-ground fluxes.",AirMOSS_L4_Regional_NEE_1423,COMPLETE,4,model products,,,25.06,53.06,-124.94,-66.94,"POLYGON ((-66.94 25.06, -66.94 53.06, -124.94 53.06, -124.94 25.06, -66.94 25.06))"
collection,C1358003849-ORNL_DAAC,"AirMOSS: L4 Modeled Volumetric Root Zone Soil Moisture, 2012-2015",ORNL_DAAC,18,2019-04-15T18:56:01Z,,"AirMOSS: L4 Modeled Volumetric Root Zone Soil Moisture, 2012-2015",1,10.3334/ORNLDAAC/1421,"This data set provides hourly gridded soil moisture estimates derived from hydrologic modeling at nine AirMOSS sites across North America. The AirMOSS L4 RZSM product represents a temporal interpolation of intermittent AirMOSS L2/3 RZSM retrievals into a temporally-continuous, multi-layer, hourly soil moisture product. The L4 RZSM data have the same spatial resolution (3-arcsecs or ~100 m), and the same temporal coverage (generally Fall 2012 through Fall 2015), as the underlying L2/3 RZSM data. The L4 RZSM data were produced by the integration of the Level 2/3 product and other ancillary information into the Penn State Integrated Hydrologic Model (PIHM). Many key applications for AirMOSS data products, including the calculation of net ecosystem exchange (NEE), require temporally continuous RZSM estimates such as those provided here.",AirMOSS_L4_RZ_Soil_Moisture_1421,COMPLETE,4,model products,,,19.12,54.13,-123.28,-68.12,"POLYGON ((-68.12 19.12, -68.12 54.13, -123.28 54.13, -123.28 19.12, -68.12 19.12))"
collection,C1607002549-ORNL_DAAC,Soil Moisture Visualizer,ORNL_DAAC,1,2019-04-15T18:55:19Z,,Soil Moisture Visualizer,1,10.3334/ORNLDAAC/1366,"The goal of the Soil Moisture Visualizer (SMV) is to bring together multiple sources of soil moisture data available for North America into a single platform for visualization and download. The visualizer harmonizes surface and root zone soil moisture data sets that are in diverse native data formats and encompass a range of spatial footprints, soil depths, and measurement frequencies. The SMV consists of a web-based application for visualization and spatial subsetting of the soil moisture data and accompanying REST-based services (being developed) for accessing the data.",AirMOSS_Soil_Moist_Visualizer_1366,COMPLETE,3,Variables mapped on uniform space-time grid scales with completeness and consistency,,,8.0,83.0,-179.0,-52.0,"POLYGON ((-52 8, -52 83, -179 83, -179 8, -52 8))"
collection,C1220567952-USGS_LTA,airmoss_chamela_mexico,USGS_LTA,2,2019-03-25T10:54:51Z,,"USGS AirMOSS - Chamela, Mexico",Not provided,,"North American ecosystems are critical components of the global carbon cycle, exchanging large amounts of carbon dioxide and other gases with the atmosphere. Net ecosystem exchange (NEE) quantifies these carbon fluxes, but current continental-scale estimates contain high levels of uncertainty. Root-zone soil moisture (RZSM) and its spatial and temporal hetergeneity influence NEE and contribute as much as 60-80 percent to the uncertainty.  Energy and CO2 Fluxes have been monitored from 1997 to 2007 using Bowen Ratio technique, and since spring of 2004 with eddy covariance.",airmoss_chamela_mexico,IN WORK,Not provided,,,,-90.0,90.0,-180.0,180.0,"POLYGON ((180 -90, 180 90, -180 90, -180 -90, 180 -90))"
