cmr_concept_type,cmr_concept_id,cmr_native_id,cmr_provider_id,cmr_revision_id,cmr_revision_date,cmr_publication_date,coll_title,coll_version,coll_doi,coll_abstract,coll_shortname,coll_status,coll_proclvl,coll_proclvl_desc,time_min,time_max,lat_min,lat_max,lon_min,lon_max,geometry
collection,C1243022995-ORNL_DAAC,"CMS: Modeled Net Ecosystem Exchange at 3-hourly Time Steps, 2004-2010",ORNL_DAAC,26,2019-04-15T18:54:30Z,,"CMS: Modeled Net Ecosystem Exchange at 3-hourly Time Steps, 2004-2010",1,10.3334/ORNLDAAC/1315,"This data set provides global, gridded, model-derived net ecosystem exchange (NEE) of CO2 flux between the land and atmosphere at 3-hourly time steps over seven years (2004-2010) at three different spatial resolutions: 0.5 x 0.5 degree, 2.0 x 2.5 degrees, and 4.0 x 5.0 degrees (latitude/longitude). The 3-hourly data were derived from monthly NEE outputs of 15 global land surface models and four ensemble products in the Multi-scale Synthesis and Terrestrial Model Intercomparison Project (MsTMIP).",CMS_CO2_Fluxes_TBMO_1315,COMPLETE,4,model products,,,-90.0,90.0,-180.0,180.0,"POLYGON ((180 -90, 180 90, -180 90, -180 -90, 180 -90))"
collection,C1230914116-ORNL_DAAC,"CMS: MODIS GPP, fPAR, and SST, and ENSO Index, Baja California, Mexico, 2000-2013",ORNL_DAAC,19,2019-04-15T18:54:25Z,,"CMS: MODIS GPP, fPAR, and SST, and ENSO Index, Baja California, Mexico, 2000-2013",1,10.3334/ORNLDAAC/1310,"This data set provides data for MODIS-derived (1) gross primary productivity (GPP) for the years 2000-2010, (2) fraction of photosynthetically active radiation (fPAR) for the years 2003-2013, (3) sea surface temperature (SST) for the years 2003-2013, and (4) the NOAA-source Multivariate ENSO Index (MEI) data for the years 2003-2013 (as a measure of the El Nino/Southern Oscillation). The study areas were three transects on the Baja California Peninsula, Mexico, and the adjacent Pacific Ocean. The terrestrial transects, in order from North to South, West to East included Punta Colonet (three sites-PC1, PC2, PC3), Punta Abreojos (two sites-PA1, PA2), and Magdalena Bay (three sites-MB1, MB2, MB3).",CMS_SST_GPP_Mexico_1310,COMPLETE,3,Variables mapped on uniform space-time grid scales with completeness and consistency,,,22.77,32.64,-117.0,-108.0,"POLYGON ((-108 22.77, -108 32.64, -117 32.64, -117 22.77, -108 22.77))"
collection,C1000000680-ORNL_DAAC,"CMS: Soil CO2 Efflux and Properties, Site Vegetation Measurements, Mexico, 2011-2012",ORNL_DAAC,22,2019-04-15T18:54:14Z,,"CMS: Soil CO2 Efflux and Properties, Site Vegetation Measurements, Mexico, 2011-2012",1,10.3334/ORNLDAAC/1298,"This data set provides the results of (1) monthly measurements of soil CO2 efflux, volumetric water content, and temperature, and (2) seasonal measurements of soil (porosity, bulk density, nitrogen (N) and carbon (C) content) and vegetation (leaf area index (LAI), litter and fine root biomass) properties in a water-limited ecosystem in Baja California, Mexico.  Measurements and samples were collected from August 2011 to August 2012.",CMS_Soil_CO2_Efflux_1298,COMPLETE,3,Variables mapped on uniform space-time grid scales with completeness and consistency,,,32.02,32.04,-116.61,-116.59,"POLYGON ((-116.59 32.02, -116.59 32.04, -116.61 32.04, -116.61 32.02, -116.59 32.02))"
collection,C1550715935-ORNL_DAAC,"CO2 Observations, Modeled Emissions, and NAM-HYSPLIT Footprints, Boston MA, 2013-2014",ORNL_DAAC,5,2019-04-15T18:55:24Z,,"CO2 Observations, Modeled Emissions, and NAM-HYSPLIT Footprints, Boston MA, 2013-2014",1,10.3334/ORNLDAAC/1586,"This dataset reports continuous atmospheric measurements of CO2 from two receptor sites and three boundary sites in and around Boston, Massachusetts, USA, that were combined with high-resolution CO2 emissions estimates and the Hybrid Single-Particle Lagrangian Integrated Trajectory (HYSPLIT) model to estimate regional CO2 emissions from September 2013 to December 2014. The HYSPLIT model followed an ensemble of 1,000 particles released at the urban CO2 measurement sites backward in time based on wind fields and turbulence from the North American Mesoscale Forecast System (NAM) at 12-km resolution to the boundary CO2 measurement sites to derive footprint values and CO2 enhancements expected from the prior emissions based on the Anthropogenic Carbon Emissions System (ACES) inventory and the urban-Vegetation Photosynthesis Respiration Model (urbanVPRM). This dataset contains three sets of data products: (1) observed hourly mean CO2 observations for two urban receptor sites in Boston, MA (Boston University (BU) and Copley Square (COP)), (2) observed hourly mean CO2 and calculated vertical profiles (50 - 5000 m) for three boundary sites around Boston including Harvard Forest at Petersham, MA (HF), Canaan, NH (CA), and Martha's Vineyard, MA (MVY), and modeled mean boundary CO2 concentrations for particles released from BU and COP, and (3) particle trajectory files including footprint values and CO2 enhancements above boundary CO2 concentrations from the HYSPLIT model.",NACP_NAM_HYSPLIT_Footprints_1586,COMPLETE,4,model products,,,41.35,43.71,-72.18,-70.0,"POLYGON ((-70 41.35, -70 43.71, -72.18000000000001 43.71, -72.18000000000001 41.35, -70 41.35))"
collection,C179003662-ORNL_DAAC,"ECHIDNA LIDAR Campaigns: Forest Canopy Imagery and Field Data, U.S.A., 2007-2009",ORNL_DAAC,36,2019-04-15T18:39:45Z,,"ECHIDNA LIDAR Campaigns: Forest Canopy Imagery and Field Data, U.S.A., 2007-2009",1,10.3334/ORNLDAAC/1045,"This data set contains forest canopy scan data from the Echidna Validation Instrument (EVI) and field measurements data from three campaigns conducted in the United States: 2007 New England Campaign; 2008 Sierra National Forest Campaign; and 2009 New England Campaign. The New England field sites were located in Harvard Forest (Massachusetts), Howland Research Forest (Maine), and the Bartlett Experimental Forest (New Hampshire).The objective of the research was to evaluate the ability of the EVI ground-based, scanning near-infrared lidar to retrieve stem diameter, stem count density, stand height, leaf area index, foliage profile, foliage area volume density, and other useful forest structural parameters rapidly and accurately.The EVI scan data are Andrieu Transpose (AT) Projection images in ENVI *.img and *.hdr file pairs. There are 28 images from the 2007 New England Campaign, 30 images from the 2008 Sierra National Forest Campaign, and 54 images from the 2009 New England Campaign. There are range-weighted mean preview image files (.jpg format) for each AT Projection image.Manual measurements of tree structural properties were made during each campaign at EVI scan locations. The field measurements are provided in one file for each campaign (.csv format). Parameters include species identification, DBH, tree height, crown base, etc. organized by field plot. There is also a data file (.csv format) which compares EVI derived measurements to the field measured data (DBH, stem density, basal area, biomass, and LAI) from the 2007 New England Campaign.",ECHIDNA_1045,COMPLETE,3,Variables mapped on uniform space-time grid scales with completeness and consistency,,,36.96,45.21,-119.25,-68.72,"POLYGON ((-68.72 36.96, -68.72 45.21, -119.25 45.21, -119.25 36.96, -68.72 36.96))"
collection,C179002733-ORNL_DAAC,Ecosystem Demography Model: Scaling Vegetation Dynamics Across South America,ORNL_DAAC,38,2019-04-15T18:45:12Z,,Ecosystem Demography Model: Scaling Vegetation Dynamics Across South America,1,10.3334/ORNLDAAC/1149,"This model product contains the source code for the Ecosystem Demography Model (ED version 1.0) as well as model input and output data for a portion of South America including the Brazilian Amazon. The model output data are estimates of potential average live biomass (kg C/m2), potential average soil carbon (kg C/m2), and potential above-ground net primary production (NPP) (kg C/m2/yr) at 1.0 degree resolution. To produce these estimates, ED was forced with ISLSCP I data for 1987 and 1988, averaged into a single year (Moorcroft et al., 2001). Data for the three estimates are provided in both ASCII text and in NetCDF formatted files. ED is an individual-based terrestrial ecosystem model that predicts both ecosystem structure (e.g. above and below-ground biomass, vegetation height and basal area, and soil carbon stocks) and corresponding ecosystem fluxes (e.g. NPP, NEP and evapotranspiration) from climate, soil, and land-use inputs. The model consists of integrated sub-models governing processes such as leaf-level physiology, plant allocation, allometry, phenology, dispersal, the effects of fire disturbances, and below-ground sub-models for soil carbon dynamics and hydrology. Using a new method for scaling-up it is possible to predict ED's large-scale behavior without simulating the fate of every plant individually. ED is used to examine how climate and edaphic factors, natural disturbances, and human land-use practices affect ecosystem structure and fluxes. This data set contains six zip files which each uncompress into six unique subdirectories. Each subdirectory is described in detail in the Model Product Description section of this document. Installation and execution instructions are provided in the Model Documentation and User's Guide section of this document. ",EDM_SA_VEGETATION_1149,COMPLETE,4,model products,,,-15.0,15.0,-85.0,-30.0,"POLYGON ((-30 -15, -30 15, -85 15, -85 -15, -30 -15))"
collection,C179124185-ORNL_DAAC,"Ecosystem Demography Model: U.S. Ecosystem Carbon Stocks and Fluxes, 1700-1990",ORNL_DAAC,36,2019-04-15T18:45:15Z,,"Ecosystem Demography Model: U.S. Ecosystem Carbon Stocks and Fluxes, 1700-1990",1,10.3334/ORNLDAAC/1160,"This model product contains the source code for the Ecosystem Demography Model (ED version 1.0) as well as model input and output data files for the conterminous United States. The ED is a mechanistic ecosystem model built around established sub-models of leaf level physiology, organic matter decomposition, hydrology, and functional biodiversity. It was used herein to estimate ecosystem carbon stocks and fluxes in the conterminous U.S. at 1.0 degree resolution from 1700 to 1990. Output data of carbon stocks and fluxes are stored in NetCDF format. To produce the U.S. scenario, ED was run from an estimated state of ecosystems in the year 1700 to an estimated state of ecosystems in the year 1990 for each 1 degree by 1 degree grid cell through time using ISLSCP Initiative I climate and soil data and a gridded land-use history reconstruction as inputs (Hurtt et al., 2002). The land-use history was based on several sources including: spatial distribution of potential vegetation in 1700, spatial patterns of cropland from 1700 to 1990, regional estimates of land use and logging from 1700 to 1990, and U.S. Forest Inventory and Analysis (FIA) data on the current age distribution of forest stands. The Miami Land Use History Model (Miami-LU), a far simpler empirically-based ecosystem model, was used to track the history of disturbance, land use, fire, and ecosystem recovery. The effects of fire suppression were also included. Atmospheric CO2 concentrations and climatic conditions were held constant throughout the runs to focus on the consequences of land-use and fire-management changes on carbon stocks and fluxes.",EDM_US_CARBON_1160,COMPLETE,4,model products,,,21.5,52.0,-164.5,-30.5,"POLYGON ((-30.5 21.5, -30.5 52, -164.5 52, -164.5 21.5, -30.5 21.5))"
collection,C1214586753-SCIOPS,NACP-Law-01,SCIOPS,6,2018-06-08T11:08:23Z,,"Effects of disturbance and climate on carbon storage and the exchanges of CO2, water vapor and energy exchange of evergreen coniferous forests in the Pacific Northwest",Not provided,,"The goal is to continue investigating the effects of disturbance and interannual variation in climate on processes controlling carbon storage and the exchanges of energy, CO2, and water vapor in semi-arid and mesic coniferous forests at AmeriFlux sites in Oregon: the Metolius mature and young ponderosa pine sites (MP, YP), and the Marys River mature Douglas-fir site (MF). This is a cluster of supersites with measurements of ecosystem processes, eddy covariance, advection, and footprint modeling. 

Our objectives are to combine tower and ground-based observations at the semi-arid Metolius MP and YP to investigate effects of disturbance and interannual variation in climate on C storage and CO2 and water vapor exchange (disturbance gradient), and at the MF site for comparisons of response of mature semi-arid and mesic coniferous forests to seasonal and interannual variation in climate (climate gradient).",NACP-Law-01,NOT PROVIDED,Not provided,,,,41.58,46.68,-124.96,-116.06,"POLYGON ((-116.06 41.58, -116.06 46.68, -124.96 46.68, -124.96 41.58, -116.06 41.58))"
collection,C179126565-ORNL_DAAC,"Forest Structure and Biomass Data, La Selva, Costa Rica: 2006",ORNL_DAAC,35,2019-04-15T17:59:36Z,,"Forest Structure and Biomass Data, La Selva, Costa Rica: 2006",1,10.3334/ORNLDAAC/1215,"This data set provides field measurements of diameter, tree height, and crown dimensions for 1,513 trees in 30 plots at the La Selva Biological Station in Costa Rica. Fourteen of these plots were in undisturbed primary forest, six were in primary forest which had been selectively logged, seven were secondary forests, and three were abandoned pastures reverting to forest. The diameter and height data were used to calculate aboveground biomass for each of the 30 plots. The crown measurements were used to estimate a vertical profile for each plot, showing the vegetation volume in 1 meter increments from the ground to the top of the canopy.There are three comma-delimited data files and two shapefiles with this data set. The files contain the measurements and calculated biomass for the individual stems as well as the summary data at the plot level.",LASELVA_BIOMASS_1215,COMPLETE,3,Variables mapped on uniform space-time grid scales with completeness and consistency,,,-90.0,90.0,-180.0,180.0,"POLYGON ((180 -90, 180 90, -180 90, -180 -90, 180 -90))"
collection,C1375939970-ORNL_DAAC,"Landsat-based Phenology and Tree Ring Characterization, Eastern US Forests, 1984-2013",ORNL_DAAC,14,2019-04-15T18:55:21Z,,"Landsat-based Phenology and Tree Ring Characterization, Eastern US Forests, 1984-2013",1,10.3334/ORNLDAAC/1369,"This data set provides a 30-year record of Landsat TM and ETM+ derived forest phenology and the results of tree ring analyses for annual wood production and nitrogen and carbon isotopic composition at 113 selected forested sites in the eastern United States. The sites are located in four national parks: Prince William Forest Park (PRWI), Harpers Ferry National Historical Park (HAFE), Catoctin Mountain Park (CATO), and Great Smoky Mountains National Park (GRSM). Phenology and tree ring data cover 1984-2013.",Dendrophenology_Eastern_US_1369,COMPLETE,3,Variables mapped on uniform space-time grid scales with completeness and consistency,,,35.34,39.69,-84.03,-77.32,"POLYGON ((-77.31999999999999 35.34, -77.31999999999999 39.69, -84.03 39.69, -84.03 35.34, -77.31999999999999 35.34))"
collection,C1000000081-ORNL_DAAC,Location and Permanency of Water Bodies in the African Sahel Region from 2003-2011,ORNL_DAAC,23,2019-04-15T18:53:53Z,,Location and Permanency of Water Bodies in the African Sahel Region from 2003-2011,1,10.3334/ORNLDAAC/1269,"This data set provides an estimate of the spatial and temporal extent of surface water at 250-m resolution over nine years (2003-2011) for the African Sahel region (10-20 degrees N) using imagery from the Moderate-resolution Imaging Spectroradiometer (MODIS). Water bodies were identified by a spectral analysis of MODIS vegetation indices with the aim to improve existing regional to global mapping products. This data set can be used to enhance the understanding of Earth system processes, and to support global change studies, agricultural planning, and disease prevention. These data provide a gridded (250-m) estimate of the number of years (during 2003-2011) that a pixel was covered by water. The data are presented in a single netCDF (*.nc) file.",SAHEL_WATER_BODIES_1269,COMPLETE,3,Variables mapped on uniform space-time grid scales with completeness and consistency,,,10.0,20.0,-20.0,40.0,"POLYGON ((40 10, 40 20, -20 20, -20 10, 40 10))"
collection,C1536980020-ORNL_DAAC,Mean Annual Fluxes of Carbon in Coastal Ecosystems of Eastern North America,ORNL_DAAC,8,2019-10-15T22:07:18Z,,Mean Annual Fluxes of Carbon in Coastal Ecosystems of Eastern North America,1,10.3334/ORNLDAAC/1594,"This dataset contains best estimates and uncertainties for mean annual fluxes of inorganic, organic, and total (organic + inorganic) carbon in tidal wetlands, estuaries and shelf waters of eastern North America, which is defined by the coastline running between the tip of the Scotian Peninsula (Canada) and the southern tip of Florida (USA). The data are provided on a per-unit-area basis and as spatially integrated values for each of the three ecosystem types (tidal wetlands, estuaries, and shelf waters) and the entire coastal ecosystem (tidal wetlands + estuaries + shelf waters) as well as for three geographic subregions (the Gulf of Maine, the Mid-Atlantic Bight, and the South Atlantic Bight) and the entire Eastern North America domain (Gulf of Maine + Mid-Atlantic Bight + South Atlantic Bight). The data include the net uptake from the atmosphere by the three ecosystems; burial in tidal wetland soils, estuarine sediments, and continental shelf sediments; riverine input from land to estuaries; and the net lateral advective transports from ecosystem to ecosystem. In addition, heterotrophic respiration (HR), net primary production (NPP), and net ecosystem production (NEP) estimates were computed for each ecosystem. The fluxes were derived using a variety of sources and are estimates for average conditions over the past decades from data covering roughly the period 1976-01-01 to 2017-12-31.",Coastal_Carbon_Budget_NE_US_1594,COMPLETE,4,model products,,,25.0,45.0,-85.0,-65.0,"POLYGON ((-65 25, -65 45, -85 45, -85 25, -65 25))"
collection,C1492226063-ORNL_DAAC,MODIS-derived Vegetation and Albedo Parameters for Agroecosystem-Climate Modeling,ORNL_DAAC,12,2019-04-15T18:54:34Z,,MODIS-derived Vegetation and Albedo Parameters for Agroecosystem-Climate Modeling,1,10.3334/ORNLDAAC/1539,"This dataset provides MODIS-derived leaf area index (LAI), stem area index (SAI), vegetation area fraction, dominant landcover category, and albedo parameters for the continental US (CONUS), parts of southern Canada, and Mexico at 30 km resolution. The data cover the period 2003-2010 and were developed to be used as surface input data for regional agroecosystem-climate models. MODIS Collection 5 products used to derive these parameters included the Terra yearly water mask, vegetation continuous field products, the combined Terra and Aqua yearly land-cover category (LCC) (MCD12Q1), 8-day composites for LAI (MCD15A2), and albedo parameter (MCD43B1) products. Please note that the MODIS Version 5 land data products used in this dataset have been superseded by Version 6 data products.",US_MODIS_Veg_Parameters_1539,COMPLETE,4,model products,,,15.15,49.15,-139.05,-51.95,"POLYGON ((-51.95 15.15, -51.95 49.15, -139.05 49.15, -139.05 15.15, -51.95 15.15))"
